Start at 3446
3540.00,6651.40,12707.15,7571.00,degress
3697.00,5613.00,6434.00,7571.00,Direct
4849.00,11.85,19.75,3.00,degress
5001.00,10.00,10.00,3.00,Direct
6157.00,37.92,5.93,20.00,degress
6316.00,32.00,3.00,20.00,Direct
7465.00,27.25,31.60,16.00,degress
7615.00,23.00,16.00,16.00,Direct
9774.00,22.51,7.90,20.00,degress
9931.00,19.00,4.00,20.00,Direct
12084.00,31.99,1.98,20.00,degress
12233.00,27.00,1.00,20.00,Direct
14392.00,31.99,3.95,20.00,degress
14551.00,27.00,2.00,20.00,Direct
15702.00,29.62,5.93,15.00,degress
15856.00,25.00,3.00,15.00,Direct
17012.00,29.62,0.00,18.00,degress
17170.00,25.00,0.00,18.00,Direct
18320.00,31.99,3.95,17.00,degress
18469.00,27.00,2.00,17.00,Direct
20878.00,30.81,3.95,21.00,degress
21037.00,26.00,2.00,21.00,Direct
22187.00,30.81,1.98,21.00,degress
22336.00,26.00,1.00,21.00,Direct
23492.00,35.55,9.88,19.00,degress
23652.00,30.00,5.00,19.00,Direct
24803.00,30.81,0.00,21.00,degress
24953.00,26.00,0.00,21.00,Direct
26361.00,33.18,7.90,21.00,degress
26520.00,28.00,4.00,21.00,Direct
27675.00,36.73,13.82,19.00,degress
27827.00,31.00,7.00,19.00,Direct
28984.00,28.44,3.95,22.00,degress
29144.00,24.00,2.00,22.00,Direct
30295.00,27.25,0.00,23.00,degress
30444.00,23.00,0.00,23.00,Direct
31600.00,27.25,3.95,24.00,degress
31759.00,23.00,2.00,24.00,Direct
32910.00,27.25,9.88,23.00,degress
33059.00,23.00,5.00,23.00,Direct
34216.00,31.99,1.98,20.00,degress
34375.00,27.00,1.00,20.00,Direct
35776.00,33.18,5.93,18.00,degress
35926.00,28.00,3.00,18.00,Direct
37086.00,31.99,7.90,21.00,degress
37244.00,27.00,4.00,21.00,Direct
39397.00,37.92,9.88,23.00,degress
39546.00,32.00,5.00,23.00,Direct
40701.00,56.88,1.98,21.00,degress
40858.00,48.00,1.00,21.00,Direct
42009.00,45.03,5.93,27.00,degress
42160.00,38.00,3.00,27.00,Direct
43318.00,31.99,7.90,23.00,degress
43478.00,27.00,4.00,23.00,Direct
44628.00,37.92,1.98,19.00,degress
44779.00,32.00,1.00,19.00,Direct
46938.00,35.55,1.98,21.00,degress
47094.00,30.00,1.00,21.00,Direct
48245.00,33.18,3.95,20.00,degress
48400.00,28.00,2.00,20.00,Direct
53564.00,36.73,7.90,23.00,degress
53724.00,31.00,4.00,23.00,Direct
54875.00,36.73,7.90,22.00,degress
55026.00,31.00,4.00,22.00,Direct
56182.00,35.55,7.90,25.00,degress
56340.00,30.00,4.00,25.00,Direct
58743.00,37.92,7.90,22.00,degress
58894.00,32.00,4.00,22.00,Direct
60051.00,41.47,9.88,23.00,degress
60210.00,35.00,5.00,23.00,Direct
61362.00,40.29,9.88,23.00,degress
61512.00,34.00,5.00,23.00,Direct
62670.00,36.73,3.95,21.00,degress
62830.00,31.00,2.00,21.00,Direct
63985.00,37.92,5.93,23.00,degress
64137.00,32.00,3.00,23.00,Direct
65296.00,39.10,7.90,22.00,degress
65455.00,33.00,4.00,22.00,Direct
66607.00,37.92,7.90,24.00,degress
66757.00,32.00,4.00,24.00,Direct
67915.00,34.36,3.95,21.00,degress
68073.00,29.00,2.00,21.00,Direct
71228.00,36.73,5.93,22.00,degress
71378.00,31.00,3.00,22.00,Direct
72535.00,39.10,7.90,22.00,degress
72693.00,33.00,4.00,22.00,Direct
74846.00,37.92,5.93,22.00,degress
74996.00,32.00,3.00,22.00,Direct
77156.00,36.73,5.93,22.00,degress
77319.00,31.00,3.00,22.00,Direct
78471.00,37.92,7.90,23.00,degress
78622.00,32.00,4.00,23.00,Direct
80783.00,36.73,5.93,22.00,degress
80942.00,31.00,3.00,22.00,Direct
82095.00,35.55,3.95,22.00,degress
82246.00,30.00,2.00,22.00,Direct
83404.00,27.25,-3.73,18.00,degress
83571.00,23.00,-2.00,18.00,Direct
84723.00,4.74,1.98,-9.00,degress
84875.00,4.00,1.00,-9.00,Direct
86033.00,-12.00,1.98,-6.00,degress
86193.00,-6.00,1.00,-6.00,Direct
87345.00,-10.00,1.98,-7.00,degress
87496.00,-5.00,1.00,-7.00,Direct
89659.00,-10.00,1.98,-7.00,degress
89818.00,-5.00,1.00,-7.00,Direct
90969.00,-10.00,3.95,-7.00,degress
91119.00,-5.00,2.00,-7.00,Direct
92277.00,-10.00,3.95,-7.00,degress
92436.00,-5.00,2.00,-7.00,Direct
93587.00,-10.00,3.95,-7.00,degress
93739.00,-5.00,2.00,-7.00,Direct
94896.00,-10.00,3.95,-7.00,degress
95053.00,-5.00,2.00,-7.00,Direct
96204.00,-10.00,3.95,-7.00,degress
96356.00,-5.00,2.00,-7.00,Direct
97512.00,-10.00,3.95,-7.00,degress
97671.00,-5.00,2.00,-7.00,Direct
98841.00,-12.00,5.93,-7.00,degress
99015.00,-6.00,3.00,-7.00,Direct
100196.00,-10.00,3.95,-7.00,degress
100377.00,-5.00,2.00,-7.00,Direct
101550.00,-10.00,3.95,-6.00,degress
101723.00,-5.00,2.00,-6.00,Direct
102901.00,-10.00,0.00,-7.00,degress
103083.00,-5.00,0.00,-7.00,Direct
104255.00,-8.00,7.90,-7.00,degress
104428.00,-4.00,4.00,-7.00,Direct
105607.00,-10.00,5.93,-7.00,degress
105789.00,-5.00,3.00,-7.00,Direct
106962.00,-12.00,5.93,-7.00,degress
107137.00,-6.00,3.00,-7.00,Direct
108316.00,-10.00,3.95,-7.00,degress
108503.00,-5.00,2.00,-7.00,Direct
109676.00,-8.00,11.85,-4.00,degress
109849.00,-4.00,6.00,-4.00,Direct
111030.00,-10.00,3.95,-6.00,degress
111212.00,-5.00,2.00,-6.00,Direct
112387.00,-12.00,1.98,-7.00,degress
112560.00,-6.00,1.00,-7.00,Direct
114742.00,-10.00,1.98,-6.00,degress
114922.00,-5.00,1.00,-6.00,Direct
119100.00,-10.00,3.95,-6.00,degress
119272.00,-5.00,2.00,-6.00,Direct
120452.00,-8.00,1.98,-7.00,degress
120633.00,-4.00,1.00,-7.00,Direct
121806.00,-10.00,3.95,-7.00,degress
121982.00,-5.00,2.00,-7.00,Direct
124164.00,-10.00,3.95,-6.00,degress
124344.00,-5.00,2.00,-6.00,Direct
126519.00,-10.00,3.95,-6.00,degress
126691.00,-5.00,2.00,-6.00,Direct
127870.00,-10.00,3.95,-6.00,degress
128051.00,-5.00,2.00,-6.00,Direct
129223.00,-10.00,1.98,-7.00,degress
129396.00,-5.00,1.00,-7.00,Direct
130575.00,-10.00,3.95,-7.00,degress
130757.00,-5.00,2.00,-7.00,Direct
131932.00,-10.00,3.95,-6.00,degress
132107.00,-5.00,2.00,-6.00,Direct
134289.00,-8.00,3.95,-6.00,degress
134467.00,-4.00,2.00,-6.00,Direct
135641.00,-10.00,1.98,-6.00,degress
135814.00,-5.00,1.00,-6.00,Direct
136993.00,-10.00,3.95,-7.00,degress
137176.00,-5.00,2.00,-7.00,Direct
139352.00,-10.00,3.95,-7.00,degress
139526.00,-5.00,2.00,-7.00,Direct
141709.00,-10.00,1.98,-6.00,degress
141889.00,-5.00,1.00,-6.00,Direct
143064.00,-10.00,3.95,-6.00,degress
143237.00,-5.00,2.00,-6.00,Direct
144417.00,-10.00,1.98,-7.00,degress
144600.00,-5.00,1.00,-7.00,Direct
145773.00,-10.00,3.95,-7.00,degress
145950.00,-5.00,2.00,-7.00,Direct
147132.00,-14.00,5.93,-3.00,degress
147314.00,-7.00,3.00,-3.00,Direct
148489.00,-2.00,1.98,-7.00,degress
148663.00,-1.00,1.00,-7.00,Direct
149844.00,28.44,17.77,22.00,degress
150027.00,24.00,9.00,22.00,Direct
152204.00,30.81,9.88,20.00,degress
152378.00,26.00,5.00,20.00,Direct
153559.00,31.99,9.88,20.00,degress
153741.00,27.00,5.00,20.00,Direct
154914.00,31.99,9.88,20.00,degress
